0,1955
1,1792
2,1948
3,1882
4,1855
5,1875
6,1937
7,1873
8,1942
9,1786
10,1974
11,1761
12,1903
13,1864
14,1929
15,1898
16,1952
17,1874
18,1884
19,1923
20,1930
21,1856
22,1841
23,1880
24,1923
25,1832
26,1945
27,1903
28,1849
29,1946
30,1949
31,2008
32,1852
33,1956
34,1904
35,2001
36,1851
37,1952
38,1883
39,1912
40,1866
41,1885
42,1826
43,1951
44,1890
45,1965
46,1866
47,1976
48,1902
49,1953
50,1844
51,2006
52,1878
